City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
186,Mandawar,29.5,78.1333,82.71,68,98,4.16,IN,2022-07-09 17:59:06
187,Yellowknife,62.456,-114.3525,62.56,88,100,11.01,CA,2022-07-09 18:00:16
188,Brae,60.3964,-1.353,51.31,91,100,5.77,GB,2022-07-09 18:02:40
189,Ilirska Bistrica,45.5697,14.2408,75.67,82,86,3.6,SI,2022-07-09 18:02:41
190,Dubti,11.7361,41.0853,87.42,45,100,13.82,ET,2022-07-09 18:02:41
191,Ariquemes,-9.9133,-63.0408,96.73,29,20,4.07,BR,2022-07-09 18:02:41
192,Montego Bay,18.4712,-77.9188,86.79,68,27,17.09,JM,2022-07-09 18:00:06
193,Sitka,57.0531,-135.33,58.87,85,100,1.43,US,2022-07-09 18:02:42
194,Arlit,18.7369,7.3853,100.44,11,12,6.6,NE,2022-07-09 18:02:42
195,Lebu,-37.6167,-73.65,47.46,86,100,6.82,CL,2022-07-09 18:02:42
196,Bambous Virieux,-20.3428,57.7575,68.22,57,92,22.19,MU,2022-07-09 18:02:42
197,Sapulpa,35.9987,-96.1142,94.69,50,40,9.22,US,2022-07-09 18:02:43
198,Xichang,27.8964,102.2634,67.06,86,19,1.54,CN,2022-07-09 18:02:43
199,Massaguet,12.4755,15.4365,90.03,43,81,5.55,TD,2022-07-09 18:02:43
200,Iqaluit,63.7506,-68.5145,38.7,86,96,5.99,CA,2022-07-09 18:02:44
201,Coihaique,-45.5752,-72.0662,40.03,99,100,2.19,CL,2022-07-09 18:00:06
202,Mineral Wells,32.8085,-98.1128,106.09,23,7,5.28,US,2022-07-09 18:01:48
203,Payyannur,12.1,75.2,79.02,87,100,13.24,IN,2022-07-09 18:02:44
204,Pionerskiy,54.9508,20.2275,67.75,60,18,22.39,RU,2022-07-09 18:02:44
205,Kavieng,-2.5744,150.7967,81.23,71,39,15.55,PG,2022-07-09 18:02:45
206,Torbay,47.6666,-52.7314,68.29,79,63,8.99,CA,2022-07-09 18:00:15
207,Sisophon,13.5859,102.9737,76.71,90,100,7.31,KH,2022-07-09 18:02:45
208,Santa Cruz De La Palma,28.6835,-17.7642,75.34,78,0,18.41,ES,2022-07-09 18:02:45
209,Hervey Bay,-25.2986,152.8535,52.5,67,23,11.36,AU,2022-07-09 18:02:45
210,Derzhavinsk,51.1,66.3167,66.02,63,73,9.24,KZ,2022-07-09 18:02:46
