City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
380,Tura,25.5198,90.2201,76.62,83,13,3.51,IN,2022-07-09 16:55:50
381,Loukhi,66.0764,33.0381,64.67,52,99,4.09,RU,2022-07-09 16:55:51
382,Mayumba,-3.432,10.6554,73.36,76,95,8.39,GA,2022-07-09 16:55:51
383,Onega,63.9061,38.1404,64.8,61,90,3.29,RU,2022-07-09 16:55:51
384,High Level,58.5169,-117.136,64.51,72,40,6.91,CA,2022-07-09 16:55:51
385,Merauke,-8.4667,140.3333,77.14,85,37,9.51,ID,2022-07-09 16:55:52
386,Vanderhoof,54.0166,-124.0198,62.11,47,67,9.48,CA,2022-07-09 16:55:52
387,Lata,40.1629,-8.3327,90.48,40,0,11.86,PT,2022-07-09 16:55:52
388,Nalut,30.3333,10.85,99.27,16,3,19.98,LY,2022-07-09 16:55:52
389,Bereznik,62.8551,42.7072,66.29,59,42,1.61,RU,2022-07-09 16:55:53
390,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,84.0,70,75,2.3,BR,2022-07-09 16:55:53
391,Ghanzi,-21.5667,21.7833,60.28,32,0,7.16,BW,2022-07-09 16:55:53
392,Maragogi,-9.0122,-35.2225,78.26,78,14,10.07,BR,2022-07-09 16:55:07
393,Tukrah,32.5341,20.5791,79.52,65,4,17.43,LY,2022-07-09 16:55:53
394,Nanchang,28.6833,115.8833,83.66,79,15,6.46,CN,2022-07-09 16:55:54
395,Liseleje,56.0053,11.9483,63.32,67,37,11.99,DK,2022-07-09 16:55:54
396,Tibacuy,4.3511,-72.4564,82.92,68,81,1.07,CO,2022-07-09 16:51:09
397,Guilin,25.2819,110.2864,80.71,87,20,1.23,CN,2022-07-09 16:55:54
398,Upernavik,72.7868,-56.1549,39.6,83,3,9.28,GL,2022-07-09 16:51:20
399,Burnie,-41.0667,145.9167,41.94,71,6,8.48,AU,2022-07-09 16:55:55
400,Capao Da Canoa,-29.7456,-50.0097,64.72,83,94,11.07,BR,2022-07-09 16:52:10
401,Filingue,14.3521,3.3168,99.5,29,74,10.22,NE,2022-07-09 16:55:55
402,San Rafael,-34.6177,-68.3301,62.24,16,6,7.65,AR,2022-07-09 16:55:55
403,Waw,7.7029,27.9953,72.05,91,100,1.1,SS,2022-07-09 16:55:56
404,Conceicao Do Mato Dentro,-19.0372,-43.425,79.93,30,2,9.82,BR,2022-07-09 16:55:56
405,Turayf,31.6725,38.6637,93.45,18,0,13.8,SA,2022-07-09 16:55:56
406,Timberlake,37.3207,-79.2575,82.62,79,75,4.61,US,2022-07-09 16:55:56
407,Kahului,20.8947,-156.47,76.84,84,40,13.8,US,2022-07-09 16:53:43
408,Woodward,36.4337,-99.3904,92.97,45,0,5.75,US,2022-07-09 16:55:57
409,Chinsali,-10.5414,32.0816,63.36,46,94,5.32,ZM,2022-07-09 16:55:57
410,Mananjary,-21.2167,48.3333,68.11,76,97,7.56,MG,2022-07-09 16:55:57
411,Safaga,26.7292,33.9365,89.55,38,82,7.2,EG,2022-07-09 16:54:15
412,Pamplona,42.8169,-1.6432,85.98,45,0,19.57,ES,2022-07-09 16:53:49
