City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Hualmay,PE,-11.0964,-77.6139,62.2,84,30,11.16,scattered clouds
345,Alofi,NU,-19.0595,-169.9187,76.78,78,99,22.44,overcast clouds
346,Saldanha,ZA,-33.0117,17.9442,55.92,92,43,13.51,light rain
347,Broken Hill,AU,-31.95,141.4333,46.9,64,0,6.42,clear sky
348,Gigmoto,PH,13.7796,124.39,83.03,80,100,3.2,overcast clouds
349,Kavaratti,IN,10.5669,72.642,81.09,81,98,21.99,overcast clouds
350,Ngaoundere,CM,7.3167,13.5833,62.92,97,52,1.99,light rain
351,Chara,RU,56.9064,118.2631,53.67,92,100,1.61,moderate rain
352,Belmonte,BR,-15.8631,-38.8828,71.47,81,7,8.52,clear sky
353,Gornopravdinsk,RU,60.05,69.9,68.2,81,74,1.52,broken clouds
354,Mar Del Plata,AR,-38.0023,-57.5575,55.09,94,100,10.0,mist
355,Farafenni,GM,13.5667,-15.6,80.17,75,57,10.31,light rain
356,Tevriz,RU,57.509,72.4042,62.1,80,100,3.96,overcast clouds
357,Sulangan,PH,11.1373,123.7228,82.4,77,79,6.08,broken clouds
358,Kidal,ML,18.4411,1.4078,91.94,11,4,4.36,clear sky
359,Maku,IR,39.2911,44.4521,67.03,48,3,0.56,clear sky
360,Ryotsu,JP,38.0833,138.4333,80.19,69,15,2.33,few clouds
361,Svetlogorsk,BY,52.6333,29.7333,55.87,96,90,5.7,overcast clouds
362,South River,US,40.4465,-74.386,80.44,60,100,1.01,overcast clouds
363,Touros,BR,-5.1989,-35.4608,75.97,85,9,11.54,clear sky
364,Bichura,RU,50.5881,107.6022,64.47,54,49,3.42,scattered clouds
365,Talnakh,RU,69.4865,88.3972,45.21,82,100,15.97,overcast clouds
366,Razdolnoye,RU,43.55,131.9167,66.61,87,97,6.04,overcast clouds
367,Nador,MA,35.174,-2.9287,73.65,83,0,1.14,clear sky
368,Alice Town,BS,25.7167,-79.3,84.63,70,3,6.08,clear sky
369,Prata,BR,-19.3072,-48.9242,67.6,46,6,7.58,clear sky
370,Sarkand,KZ,45.41,79.9186,65.28,38,12,6.58,few clouds
371,Paramonga,PE,-10.6667,-77.8333,62.17,86,16,9.31,few clouds
372,Zheshart,RU,62.0731,49.5733,58.78,71,62,3.31,broken clouds
373,Bad Segeberg,DE,53.9333,10.3167,55.54,80,88,11.14,overcast clouds
374,Aransas Pass,US,27.9095,-97.15,92.21,64,0,17.27,clear sky
375,Tete,MZ,-16.1564,33.5867,62.92,79,19,3.69,few clouds
376,Saint-Philippe,RE,-21.3585,55.7679,65.79,79,61,16.4,broken clouds
377,Fortuna,US,40.5982,-124.1573,70.93,71,20,8.99,few clouds
378,Atambua,ID,-9.1061,124.8925,74.44,73,76,5.59,broken clouds
379,Urumqi,CN,43.801,87.6005,65.35,64,0,4.47,clear sky
380,Adjumani,UG,3.3779,31.7909,67.55,86,100,0.76,overcast clouds
381,Tupancireta,BR,-29.0806,-53.8358,64.17,83,60,11.43,broken clouds
382,Samarai,PG,-10.6167,150.6667,82.49,74,83,10.56,broken clouds
383,Quelimane,MZ,-17.8786,36.8883,63.77,87,0,2.37,clear sky
384,Padang,ID,-0.9492,100.3543,75.25,86,83,2.95,broken clouds
385,Santa Cruz,BO,-17.8,-63.1667,80.06,61,13,14.97,few clouds
386,Rabo De Peixe,PT,37.8,-25.5833,67.28,81,75,9.22,broken clouds
387,Buchanan,LR,5.8808,-10.0467,75.74,85,100,11.23,light rain
388,Vao,NC,-22.6667,167.4833,76.82,73,27,19.39,scattered clouds
389,Solikamsk,RU,59.6196,56.7729,61.39,96,63,1.97,broken clouds
390,Rio Grande,BR,-32.035,-52.0986,60.91,91,86,13.6,overcast clouds
391,Altay,CN,47.8667,88.1167,61.09,61,8,0.92,clear sky
392,Elk Point,US,42.6833,-96.6836,84.88,56,5,11.61,clear sky
393,Onega,RU,63.9061,38.1404,58.37,72,68,6.91,broken clouds
394,Gat,IL,31.61,34.7642,76.41,100,1,4.03,clear sky
395,Nantucket,US,41.2835,-70.0995,69.91,84,0,6.91,clear sky
396,Karratha,AU,-20.7377,116.8463,62.53,26,0,9.24,clear sky
397,Tucumcari,US,35.1717,-103.725,100.24,16,0,9.22,clear sky
398,Mwinilunga,ZM,-11.7358,24.4293,51.76,62,3,1.52,clear sky
399,Sauce,UY,-34.6469,-56.0628,64.02,87,24,14.81,few clouds
400,Nemuro,JP,43.3236,145.575,58.01,99,100,16.35,overcast clouds
401,Atar,MR,20.5169,-13.0499,95.29,25,0,16.06,clear sky
402,Esperance,AU,-33.8667,121.9,56.26,72,57,21.18,broken clouds
403,Sompeta,IN,18.9333,84.6,79.41,87,92,4.47,overcast clouds
404,Nueve De Julio,AR,-35.4444,-60.8831,62.58,83,76,6.96,broken clouds
405,Nalut,LY,30.3333,10.85,77.72,46,84,22.01,broken clouds
406,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,66.15,81,39,10.92,scattered clouds
407,Wanaka,NZ,-44.7,169.15,39.11,68,100,1.99,overcast clouds
408,Ogaminana,NG,7.5946,6.2248,72.37,93,96,6.58,overcast clouds
409,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,63,100,18.41,overcast clouds
410,Yaan,NG,7.3833,8.5667,71.85,96,100,8.59,overcast clouds
411,Krasnovishersk,RU,60.4078,57.082,61.34,96,72,1.61,broken clouds
412,Maningrida,AU,-12.0667,134.2667,70.63,57,95,14.83,overcast clouds
413,Izhma,RU,65.0083,53.9113,59.27,64,95,2.33,overcast clouds
414,Poum,NC,-20.2333,164.0167,78.31,85,91,22.97,moderate rain
415,Westport,US,41.1415,-73.3579,79.2,57,0,1.99,clear sky
416,Porto Tolle,IT,44.9497,12.3245,69.04,49,28,2.82,scattered clouds
417,Rehlingen-Siersburg,DE,49.3667,6.6833,62.35,78,85,5.01,overcast clouds
418,Mahibadhoo,MV,3.7833,72.9667,82.27,77,100,13.56,overcast clouds
419,College,US,64.8569,-147.8028,74.59,58,100,3.44,smoke
420,Mogadishu,SO,2.0371,45.3438,75.54,82,69,21.63,broken clouds
421,Mandalgovi,MN,45.7625,106.2708,63.64,47,100,10.58,overcast clouds
422,Muleba,TZ,-1.8397,31.6544,67.28,59,4,7.83,clear sky
423,Setermoen,NO,68.861,18.3486,55.44,93,75,1.57,broken clouds
424,Olinda,BR,-8.0089,-34.8553,80.33,69,100,11.5,overcast clouds
425,Bandarbeyla,SO,9.4942,50.8122,77.43,67,20,30.87,few clouds
426,Suntar,RU,62.1444,117.6319,57.58,99,100,2.62,light rain
427,Maceio,BR,-9.6658,-35.7353,74.82,85,33,17.25,scattered clouds
428,Dabat,ET,12.9842,37.765,51.78,95,100,4.0,light rain
429,Axim,GH,4.8699,-2.2405,75.92,85,63,10.04,broken clouds
430,Manggar,ID,-2.8833,108.2667,81.72,75,65,10.71,broken clouds
431,Christchurch,NZ,-43.5333,172.6333,48.33,71,20,8.05,few clouds
432,Freeport,US,40.6576,-73.5832,79.99,62,0,8.05,clear sky
433,Dzaoudzi,YT,-12.7887,45.2699,76.89,69,20,18.41,few clouds
434,Alcudia,ES,39.8532,3.1214,77.25,60,0,6.31,clear sky
435,Oistins,BB,13.0667,-59.5333,82.49,78,75,21.85,broken clouds
436,Rosarito,MX,32.3333,-117.0333,85.66,62,23,11.1,few clouds
437,Geraldton,AU,-28.7667,114.6,61.21,67,40,11.5,scattered clouds
438,Achutupo,PA,9.2,-77.9833,81.21,86,100,3.8,overcast clouds
439,Ostroh,UA,50.3294,26.5143,52.12,94,14,6.78,few clouds
440,Vigrestad,NO,58.5667,5.7,53.28,78,96,24.09,overcast clouds
441,Polson,US,47.6936,-114.1632,72.21,73,41,3.24,scattered clouds
442,Kokopo,PG,-4.352,152.2633,84.15,54,17,6.02,few clouds
443,Sinnamary,GF,5.3833,-52.95,77.74,86,100,7.74,overcast clouds
444,Bako,ET,5.7833,36.5667,63.72,73,91,3.6,overcast clouds
445,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,83,16,6.44,few clouds
446,Hernani,ES,43.2662,-1.9762,70.21,83,0,3.0,clear sky
447,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,83,0,19.57,clear sky
448,Leh,IN,34.1667,77.5833,59.09,65,52,5.08,broken clouds
449,Xingcheng,CN,40.6167,120.7167,73.67,73,100,13.29,overcast clouds
450,Riyadh,SA,24.6877,46.7219,86.14,13,100,8.81,overcast clouds
451,Bacolod,PH,10.6667,122.95,79.5,89,84,15.08,broken clouds
452,Namtsy,RU,62.7161,129.6658,59.49,75,100,4.18,overcast clouds
453,Nicolas Bravo,MX,18.45,-88.9167,82.63,63,63,5.06,broken clouds
454,Uetze,DE,52.4651,10.2047,59.27,79,100,9.22,overcast clouds
455,Naze,JP,28.3667,129.4833,81.61,82,7,7.29,clear sky
456,Labuhan,ID,-6.8844,112.2051,75.22,83,27,7.05,scattered clouds
457,Haines Junction,CA,60.7522,-137.5108,66.49,42,87,8.99,overcast clouds
458,Formosa,AR,-26.1775,-58.1781,76.98,61,0,11.5,clear sky
459,Iralaya,HN,15.0,-83.2333,80.29,85,17,9.55,few clouds
460,Sorata,BO,-15.7667,-68.6333,44.37,89,76,3.87,broken clouds
461,Kirkkonummi,FI,60.1238,24.4385,56.1,84,99,3.33,light rain
462,Saint Anthony,US,45.0205,-93.218,82.18,56,100,11.5,overcast clouds
463,Richards Bay,ZA,-28.783,32.0377,66.22,67,0,16.11,clear sky
464,Anadyr,RU,64.75,177.4833,55.9,94,75,8.95,light rain
465,Omaruru,NA,-21.4333,15.9333,47.03,67,0,2.77,clear sky
466,Sabang,ID,5.8933,95.3214,82.78,79,100,22.59,overcast clouds
467,Vaitape,PF,-16.5167,-151.75,77.85,72,92,18.99,overcast clouds
468,Yar-Sale,RU,66.8333,70.8333,58.73,68,15,8.7,few clouds
469,Burnie,AU,-41.0667,145.9167,46.94,65,15,8.77,few clouds
470,Zhezkazgan,KZ,47.8043,67.7144,64.0,63,28,10.92,scattered clouds
471,Nhulunbuy,AU,-12.2333,136.7667,77.61,65,40,17.27,scattered clouds
472,Marfino,RU,55.7028,37.3822,64.54,77,75,4.47,broken clouds
473,Kholodnyy,RU,62.7167,147.95,68.27,49,17,5.17,few clouds
474,Hirara,JP,24.8,125.2833,84.6,75,55,13.04,broken clouds
475,Marsa Matruh,EG,31.3525,27.2453,76.93,74,1,12.77,clear sky
476,Starokostyantyniv,UA,49.7576,27.2034,52.09,91,14,6.91,few clouds
477,Victor Harbor,AU,-35.5667,138.6167,48.0,83,3,9.98,clear sky
478,Ozinki,RU,51.1786,49.6769,70.16,56,52,6.04,broken clouds
479,Somerset West,ZA,-34.084,18.8211,58.33,86,8,7.0,clear sky
480,Matamoros,MX,25.5333,-103.25,96.91,20,40,8.05,scattered clouds
481,Klaksvik,FO,62.2266,-6.589,52.72,97,100,4.76,overcast clouds
482,Aksu,CN,41.1231,80.2644,76.46,35,97,6.73,overcast clouds
483,Lagoa,PT,39.05,-27.9833,67.5,72,62,9.57,broken clouds
484,Umm Lajj,SA,25.0213,37.2685,82.2,67,87,2.8,overcast clouds
485,Kauhajoki,FI,62.4333,22.1833,44.58,97,29,2.55,scattered clouds
486,Vitim,RU,59.4511,112.5578,59.72,95,100,4.63,light rain
487,Nioro,GM,13.35,-15.75,77.54,83,80,7.78,light rain
488,Horki,BY,54.2861,30.9842,58.06,93,100,5.86,overcast clouds
489,Rocha,UY,-34.4833,-54.3333,62.28,95,46,15.3,scattered clouds
490,Melivoia,GR,39.75,22.8,60.06,87,100,5.14,overcast clouds
491,Saint George,US,37.1041,-113.5841,106.63,10,0,17.27,clear sky
492,Rivadavia,AR,-33.1905,-68.4608,55.9,23,14,14.27,few clouds
493,Nome,US,64.5011,-165.4064,72.16,55,0,18.41,clear sky
494,Flinders,AU,-34.5833,150.8552,55.18,89,92,5.01,overcast clouds
495,Bandar,ID,2.05,99.75,73.94,82,100,3.0,overcast clouds
496,Kaeo,NZ,-35.1,173.7833,65.32,91,44,4.36,scattered clouds
497,Ulaangom,MN,49.9811,92.0667,64.17,54,97,5.82,moderate rain
498,Dalvik,IS,65.9702,-18.5286,57.13,81,98,1.12,overcast clouds
499,Charters Towers,AU,-20.1,146.2667,58.87,52,0,12.08,clear sky
500,Half Moon Bay,US,37.4636,-122.4286,83.05,75,75,19.57,broken clouds
501,Pochutla,MX,15.7432,-96.4661,87.82,80,15,4.34,few clouds
502,Broome,US,42.2506,-75.833,70.18,45,0,11.5,clear sky
503,Mineiros,BR,-17.5694,-52.5511,69.33,47,12,5.17,few clouds
504,Poso,ID,-1.3959,120.7524,76.3,92,99,5.59,overcast clouds
505,Heihe,CN,50.2441,127.4902,68.58,68,80,10.47,broken clouds
506,Saint-Joseph,RE,-21.3667,55.6167,64.78,75,43,15.93,scattered clouds
507,Simoes,BR,-7.5989,-40.8178,70.57,64,5,8.55,clear sky
508,Ambon,ID,-3.6954,128.1814,75.34,94,40,4.61,scattered clouds
509,Novoseleznevo,RU,55.6821,69.2056,61.79,81,60,6.15,broken clouds
510,Susuman,RU,62.7833,148.1667,66.94,52,14,6.06,few clouds
511,Betioky,MG,-23.7167,44.3833,58.41,72,0,7.0,clear sky
512,Ribera,IT,37.4984,13.2642,71.65,62,0,6.22,clear sky
513,Kloulklubed,PW,7.0419,134.2556,81.1,75,98,13.82,overcast clouds
514,Maple Creek,CA,49.9168,-109.4848,81.28,33,0,7.18,clear sky
515,Peniche,PT,39.3558,-9.3811,69.12,89,0,9.51,clear sky
516,Macau,MO,22.2006,113.5461,87.6,89,20,3.44,few clouds
517,Antofagasta,CL,-23.65,-70.4,58.28,82,95,6.29,overcast clouds
518,Shieli,KZ,44.1667,66.75,72.61,39,12,6.15,few clouds
519,Qingquan,CN,30.4511,115.2559,86.45,77,27,6.17,scattered clouds
520,Turki,RU,51.987,43.2731,67.5,52,91,7.76,overcast clouds
521,Paamiut,GL,61.994,-49.6678,40.3,94,68,14.72,broken clouds
522,Aswan,EG,24.0934,32.907,84.63,23,62,8.99,broken clouds
523,Utena,LT,55.5,25.6,51.48,97,100,6.31,overcast clouds
524,Maturin,VE,9.75,-63.1767,74.08,95,77,4.83,broken clouds
525,Boende,CD,-0.2167,20.8667,73.69,78,96,1.88,overcast clouds
526,Parrita,CR,9.5201,-84.3225,79.56,87,94,2.57,overcast clouds
527,Vestmannaeyjar,IS,63.4427,-20.2734,52.48,89,100,16.37,overcast clouds
528,Trairi,BR,-3.2778,-39.2689,77.38,79,94,10.18,overcast clouds
529,Malanje,AO,-9.5402,16.341,61.97,40,26,3.09,scattered clouds
530,Shaki,AZ,41.0833,47.1667,72.34,37,2,5.08,clear sky
531,Wanning,CN,18.8003,110.3967,81.05,88,99,3.0,overcast clouds
532,Zwedru,LR,6.0667,-8.1281,69.73,96,100,2.73,overcast clouds
533,Bubaque,GW,11.2833,-15.8333,80.51,84,89,11.54,light rain
534,Vanimo,PG,-2.6741,141.3028,78.28,88,99,4.9,overcast clouds
535,Biu,NG,10.6129,12.1946,72.36,79,87,9.1,light rain
536,Solnechnyy,RU,50.7214,136.6319,68.29,95,100,6.35,overcast clouds
537,Bonfim,BR,3.0833,-59.95,76.93,87,74,5.17,broken clouds
538,Arti,RU,56.4234,58.5328,63.46,77,94,3.65,overcast clouds
539,Saint-Pierre,RE,-21.3393,55.4781,65.91,63,0,11.5,clear sky
540,Nabire,ID,-3.3667,135.4833,81.52,76,77,1.12,broken clouds
541,Kovdor,RU,67.5662,30.4758,51.84,88,100,2.71,light rain
542,Kalemie,CD,-5.9475,29.1947,68.63,73,1,4.76,clear sky
543,Hay River,CA,60.8156,-115.7999,57.79,90,100,5.79,overcast clouds
544,Tiarei,PF,-17.5333,-149.3333,82.42,72,47,18.88,scattered clouds
545,Poggibonsi,IT,43.4724,11.1456,69.28,56,34,3.13,scattered clouds
546,Abu Dhabi,AE,24.4667,54.3667,89.96,71,100,4.83,overcast clouds
547,Ferry Pass,US,30.5102,-87.2125,86.9,91,100,5.75,mist
548,Jumla,NP,29.2747,82.1838,59.99,91,100,1.59,overcast clouds
549,Urusha,RU,54.05,122.9,59.9,97,59,4.27,light rain
550,North Platte,US,41.1239,-100.7654,96.12,41,0,14.97,clear sky
551,North Bend,US,43.4065,-124.2243,74.25,79,40,14.97,scattered clouds
552,Burgeo,CA,47.6167,-57.6152,53.08,86,5,14.25,clear sky
553,Yazd,IR,31.8972,54.3675,86.11,13,20,6.91,few clouds
554,Bestobe,KZ,52.4994,73.0975,65.82,75,47,9.44,scattered clouds
555,Zhaodong,CN,46.0833,125.9833,75.49,50,5,10.49,clear sky
556,Hofn,IS,64.2539,-15.2082,50.22,90,100,6.71,overcast clouds
557,Muroto,JP,33.2833,134.15,79.43,84,7,7.16,clear sky
558,Alice Springs,AU,-23.7,133.8833,49.55,53,0,10.36,clear sky
559,Abha,SA,18.2164,42.5053,64.22,55,40,11.5,scattered clouds
560,Berlevag,NO,70.8578,29.0864,53.55,82,75,0.0,broken clouds
561,Pastavy,BY,55.1168,26.8326,52.36,97,50,5.59,scattered clouds
562,Seoul,KR,37.5683,126.9778,83.77,70,84,1.14,haze
563,Rutana,BI,-3.8667,30.1,54.23,62,32,2.95,scattered clouds
564,Bom Jesus,BR,-9.0744,-44.3586,69.73,32,1,3.38,clear sky
565,San Quintin,MX,30.4833,-115.95,72.32,70,29,16.35,scattered clouds
566,Bira,RU,49.0,132.4667,68.04,95,100,2.86,overcast clouds
567,Thabazimbi,ZA,-24.5917,27.4116,49.21,61,0,5.46,clear sky
568,Bathsheba,BB,13.2167,-59.5167,83.01,91,75,21.85,broken clouds
569,Pokhara,NP,28.2333,83.9833,71.74,87,91,3.2,overcast clouds
570,Raga,SS,8.4596,25.678,70.48,89,83,4.59,broken clouds
571,Shakawe,BW,-18.3667,21.85,53.51,52,0,2.8,clear sky
572,Akureyri,IS,65.6835,-18.0878,57.13,67,40,12.66,scattered clouds
573,Nishihara,JP,26.1842,127.7558,87.46,84,75,13.8,broken clouds
574,Saint-Augustin,CA,51.226,-58.6502,55.02,81,46,9.55,scattered clouds
575,Porto Novo,BJ,6.4965,2.6036,78.62,93,100,3.91,overcast clouds
576,Menongue,AO,-14.6585,17.691,50.07,60,14,4.45,few clouds
577,Ohangaron,UZ,40.9064,69.6383,64.54,28,1,2.17,clear sky
578,Miraflores,MX,19.2167,-98.8083,68.65,79,95,2.37,overcast clouds
579,Dinajpur,BD,25.6272,88.6386,82.35,80,25,5.55,scattered clouds
580,Berbera,SO,10.4396,45.0143,86.61,44,100,32.57,overcast clouds
581,Kirakira,SB,-10.4544,161.9205,83.64,72,19,5.7,few clouds
582,Nouadhibou,MR,20.931,-17.0347,67.98,94,75,9.22,broken clouds
583,Sawtell,AU,-30.3833,153.1,59.02,63,0,5.75,clear sky
584,Thunder Bay,CA,48.4001,-89.3168,71.51,30,75,8.05,broken clouds
585,Abomsa,ET,9.9833,39.9833,70.07,67,100,3.83,overcast clouds
586,Kizukuri,JP,40.8061,140.3861,71.94,87,93,4.56,overcast clouds
587,Natal,BR,-5.795,-35.2094,75.42,100,75,9.22,broken clouds
588,Norilsk,RU,69.3535,88.2027,45.43,84,100,15.19,overcast clouds
589,Pierre,US,44.3683,-100.351,92.32,55,0,13.8,clear sky
590,Bumba,CD,2.1833,22.4667,72.28,89,83,2.13,broken clouds
591,Lasa,IT,46.6166,10.7002,65.28,88,59,6.51,broken clouds
592,Codrington,AU,-38.2667,141.9667,48.58,83,5,10.18,clear sky
593,Sitniki,RU,56.4553,44.0666,61.99,95,100,6.42,overcast clouds
594,Ewa Beach,US,21.3156,-158.0072,87.75,57,75,21.85,broken clouds
595,Malgrat De Mar,ES,41.6466,2.7414,79.29,64,0,4.0,clear sky
596,Klyuchi,RU,52.2667,79.1667,62.76,86,47,6.67,scattered clouds
597,Voh,NC,-20.9667,164.7,83.21,61,78,5.68,light rain
598,Ous,RU,60.9058,61.5186,61.79,90,23,3.71,few clouds
599,Banamba,ML,13.55,-7.45,80.92,69,73,8.84,broken clouds
600,Tuatapere,NZ,-46.1333,167.6833,43.0,68,29,2.98,scattered clouds
601,Bang Krathum,TH,16.5783,100.3003,77.02,94,100,1.9,overcast clouds
602,Port Hedland,AU,-20.3167,118.5667,57.25,44,1,5.75,clear sky
603,Manowa,SL,8.1667,-10.75,71.6,99,100,1.21,overcast clouds
604,Colares,PT,38.7992,-9.4469,80.46,78,0,10.58,clear sky
605,Pombia,IT,45.653,8.6336,73.13,64,0,2.3,clear sky
606,Salinas,US,36.6777,-121.6555,87.57,63,0,12.66,clear sky
607,Ivanava,BY,52.1451,25.5365,51.94,92,78,5.53,broken clouds
608,Oromocto,CA,45.8351,-66.4792,64.33,58,0,3.44,clear sky
609,Sibu,MY,2.3,111.8167,75.51,94,20,3.44,few clouds
610,Tarsus,TR,36.9188,34.8784,76.87,84,22,0.92,few clouds
611,Veraval,IN,20.9,70.3667,82.47,83,100,19.37,overcast clouds
612,Scarborough,GB,54.2797,-0.4044,60.33,82,13,6.87,few clouds
613,Mpika,ZM,-11.8343,31.4529,53.91,72,95,6.6,overcast clouds
614,Djambala,CG,-2.5447,14.7533,70.3,55,43,4.59,scattered clouds
615,Alto Piquiri,BR,-24.0281,-53.4406,66.61,62,8,10.2,clear sky
616,Darovskoy,RU,58.77,47.9564,61.05,96,100,3.29,overcast clouds
617,Mufulira,ZM,-12.5498,28.2407,56.52,61,8,9.04,clear sky
618,Barranca,PE,-10.75,-77.7667,61.29,85,10,8.97,clear sky
619,Polewali,ID,-3.4324,119.3435,76.89,90,100,2.46,overcast clouds
620,Moyo,UG,3.6609,31.7247,64.78,86,89,1.39,overcast clouds
621,Bethel,US,41.3712,-73.414,78.89,49,0,9.22,clear sky
622,Arnedo,ES,42.2167,-2.1,63.9,49,0,8.37,clear sky
623,Camana,PE,-16.6228,-72.7111,61.66,84,95,6.44,overcast clouds
624,Bukama,CD,-9.2,25.85,66.38,45,0,2.55,clear sky
625,Balestrand,NO,61.2076,6.5334,52.99,85,100,3.62,overcast clouds
626,Santiago,CL,-33.4569,-70.6483,49.86,85,100,10.36,overcast clouds
627,Thaba Nchu,ZA,-29.2093,26.839,44.1,65,3,6.8,clear sky
628,Emerald,AU,-23.5333,148.1667,56.34,53,0,15.32,clear sky
629,Isiro,CD,2.7739,27.616,66.54,93,100,2.44,overcast clouds
630,Kumluca,TR,36.3703,30.2869,76.41,71,0,3.56,clear sky
631,Hobyo,SO,5.3505,48.5268,75.94,76,100,24.96,overcast clouds
632,Zaysan,KZ,47.4667,84.8667,63.63,53,6,5.3,clear sky
633,Iqaluit,CA,63.7506,-68.5145,40.73,80,20,10.0,few clouds
634,Tura,IN,25.5198,90.2201,75.0,92,31,3.85,scattered clouds
635,Mananjary,MG,-21.2167,48.3333,65.01,79,28,4.16,scattered clouds
636,Ancud,CL,-41.8697,-73.8203,45.23,88,100,12.88,light rain
637,Port Blair,IN,11.6667,92.75,81.12,84,100,20.76,light rain
638,Storsteinnes,NO,69.2408,19.2344,52.38,87,53,2.3,broken clouds
639,Tilichiki,RU,60.4667,166.1,65.93,55,23,19.73,few clouds
640,Macon,US,39.8667,-88.9668,80.65,69,20,12.66,few clouds
641,Emba,KZ,48.8264,58.1442,69.31,55,23,8.21,few clouds
642,Huambo,AO,-12.7761,15.7392,53.55,39,30,2.35,scattered clouds
643,Buala,SB,-8.145,159.5921,84.15,68,49,6.76,scattered clouds
644,Khani,GE,41.9563,42.9566,58.57,76,6,6.78,clear sky
645,Chilmari,BD,25.5559,89.6715,81.3,81,23,7.99,few clouds
646,Medicine Hat,CA,50.0501,-110.6683,84.22,37,40,5.75,scattered clouds
647,Rio De Janeiro,BR,-22.9028,-43.2075,73.54,90,20,5.75,few clouds
648,Celestun,MX,20.8667,-90.4,82.44,76,89,10.54,overcast clouds
649,Pemangkat,ID,1.1667,108.9667,77.95,81,74,4.9,broken clouds
650,Olafsvik,IS,64.8945,-23.7142,51.46,88,100,14.99,overcast clouds
651,Tabuk,PH,17.4189,121.4443,79.99,81,100,3.38,overcast clouds
652,Zhengjiatun,CN,43.5064,123.5064,78.1,64,74,11.18,broken clouds
653,Devils Lake,US,48.1128,-98.8651,84.94,63,0,11.5,clear sky
654,Boa Vista,BR,2.8197,-60.6733,82.38,69,75,5.75,broken clouds
655,Brigantine,US,39.4101,-74.3646,72.0,87,20,3.44,few clouds
656,Iwaki,JP,37.05,140.8833,84.02,80,93,3.0,overcast clouds
657,Longkou,CN,37.6508,120.3286,76.35,81,100,3.6,overcast clouds
658,Bendigo,AU,-36.7667,144.2833,47.64,80,1,3.0,clear sky
659,Bogale,MM,16.2833,95.4,76.5,95,100,3.44,overcast clouds
660,Neuquen,AR,-38.9516,-68.0591,42.69,61,0,4.61,clear sky
661,Goba,ET,7.0167,39.9833,50.38,98,100,1.3,light rain
662,Edd,ER,13.9297,41.6925,92.61,45,100,7.52,overcast clouds
663,Male,MV,4.1748,73.5089,82.06,76,98,13.06,overcast clouds
664,Tigil,RU,57.8,158.6667,76.17,63,34,8.37,scattered clouds
665,Awbari,LY,26.5921,12.7805,90.25,19,24,14.14,few clouds
666,Sisimiut,GL,66.9395,-53.6735,41.23,86,99,7.18,overcast clouds
667,Dzilam Gonzalez,MX,21.2833,-88.9333,83.08,73,86,6.73,overcast clouds
668,Los Alamos,US,35.8881,-106.307,85.66,23,0,4.61,clear sky
669,Kawalu,ID,-7.3817,108.2082,70.95,94,98,1.7,overcast clouds
670,Acajutla,SV,13.5928,-89.8275,82.49,78,9,3.85,clear sky
671,Kununurra,AU,-15.7667,128.7333,66.18,34,11,18.41,few clouds
672,Hailun,CN,47.45,126.9333,70.36,60,30,7.78,scattered clouds
673,Gadsden,US,34.0143,-86.0066,75.43,97,75,8.05,light rain
674,Bonavista,CA,48.6499,-53.1147,55.74,80,84,12.8,broken clouds
675,Chiredzi,ZW,-21.05,31.6667,55.81,68,0,1.1,clear sky
676,Goderich,CA,43.7501,-81.7165,61.92,73,20,14.83,few clouds
677,Kungurtug,RU,50.5994,97.5228,54.66,71,92,1.59,overcast clouds
678,Port Hawkesbury,CA,45.6169,-61.3485,59.59,76,0,3.44,clear sky
679,Turayf,SA,31.6725,38.6637,73.65,46,0,14.97,clear sky
680,Okhotsk,RU,59.3833,143.3,66.47,63,94,6.62,overcast clouds
681,Bonnyville,CA,54.2668,-110.735,75.0,65,6,10.8,clear sky
682,Mayo,US,38.8876,-76.5119,72.01,91,100,5.75,overcast clouds
683,Coahuayana,MX,18.7333,-103.6833,85.5,71,97,5.35,overcast clouds
684,Kathu,TH,7.9178,98.3332,87.75,62,100,19.06,overcast clouds
685,Beloha,MG,-25.1667,45.05,58.5,67,0,7.58,clear sky
686,Pringsewu,ID,-5.3582,104.9744,73.04,90,45,2.91,scattered clouds
687,Gobabis,NA,-22.45,18.9667,49.71,40,0,9.93,clear sky
688,Uyuni,BO,-20.4597,-66.825,43.3,33,74,11.74,broken clouds
689,Boke,GN,10.9409,-14.2967,75.0,96,85,2.82,light rain
690,Ust-Ilimsk,RU,58.0006,102.6619,62.01,62,41,1.95,scattered clouds
691,Boda,CF,4.3189,17.4695,69.12,96,95,3.83,light rain
692,Norrtalje,SE,59.758,18.705,57.83,75,41,4.59,scattered clouds
693,Lac Du Bonnet,CA,50.2536,-96.0612,75.0,88,83,12.01,broken clouds
694,Weihe,CN,32.9952,105.3247,72.59,93,97,2.91,overcast clouds
695,Hit,IQ,33.6416,42.8251,88.95,17,0,11.59,clear sky
696,Kamogata,JP,34.5333,133.5833,85.66,75,30,1.52,scattered clouds
697,San Carlos De Bariloche,AR,-41.1456,-71.3082,38.25,87,75,13.8,broken clouds
